Nama_Citra,Kelas,Contrast,Correlation,Energy,Homogeneity
tinggi_clahe_01_flipH_r0.png,tinggi,210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457
tinggi_clahe_01_flipH_r270.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065
tinggi_clahe_01_flipH_r90.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065
tinggi_clahe_01_flipV_r0.png,tinggi,210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457
tinggi_clahe_01_flipV_r270.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065
tinggi_clahe_01_flipV_r90.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065
tinggi_clahe_01_orig_r0.png,tinggi,210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457
tinggi_clahe_01_orig_r270.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065
tinggi_clahe_01_orig_r90.png,tinggi,356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065
tinggi_clahe_02_flipH_r0.png,tinggi,150.11083333333332,0.9716858255460314,0.7914269871298425,0.8553065341078536
tinggi_clahe_02_flipH_r270.png,tinggi,283.3965079365079,0.9466409260043731,0.7869434207889346,0.8409298234695266
tinggi_clahe_02_flipH_r90.png,tinggi,283.3965079365079,0.9466409260043731,0.7869434207889346,0.8409298234695266
tinggi_clahe_02_flipV_r0.png,tinggi,150.11083333333332,0.9716858255460314,0.7914269871298425,0.8553065341078536
tinggi_clahe_02_flipV_r270.png,tinggi,283.3965079365079,0.9466409260043731,0.7869434207889346,0.8409298234695266
tinggi_clahe_02_flipV_r90.png,tinggi,283.3965079365079,0.9466409260043731,0.7869434207889346,0.8409298234695266
tinggi_clahe_02_orig_r0.png,tinggi,150.11083333333332,0.9716858255460314,0.7914269871298425,0.8553065341078536
tinggi_clahe_02_orig_r270.png,tinggi,283.3965079365079,0.9466409260043731,0.7869434207889346,0.8409298234695266
tinggi_clahe_02_orig_r90.png,tinggi,283.3965079365079,0.9466409260043731,0.7869434207889346,0.8409298234695266
tinggi_clahe_03_flipH_r0.png,tinggi,199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317
tinggi_clahe_03_flipH_r270.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098
tinggi_clahe_03_flipH_r90.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098
tinggi_clahe_03_flipV_r0.png,tinggi,199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317
tinggi_clahe_03_flipV_r270.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098
tinggi_clahe_03_flipV_r90.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098
tinggi_clahe_03_orig_r0.png,tinggi,199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317
tinggi_clahe_03_orig_r270.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098
tinggi_clahe_03_orig_r90.png,tinggi,344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098
tinggi_clahe_04_flipH_r0.png,tinggi,99.30742063492063,0.9789955231431744,0.8156075085921737,0.8718748953567333
tinggi_clahe_04_flipH_r270.png,tinggi,311.9557142857143,0.9340188188592903,0.811437848925479,0.8597665284833652
tinggi_clahe_04_flipH_r90.png,tinggi,311.9557142857143,0.9340188188592903,0.811437848925479,0.8597665284833652
tinggi_clahe_04_flipV_r0.png,tinggi,99.30742063492063,0.9789955231431744,0.8156075085921737,0.8718748953567333
tinggi_clahe_04_flipV_r270.png,tinggi,311.9557142857143,0.9340188188592903,0.811437848925479,0.8597665284833652
tinggi_clahe_04_flipV_r90.png,tinggi,311.9557142857143,0.9340188188592903,0.811437848925479,0.8597665284833652
tinggi_clahe_04_orig_r0.png,tinggi,99.30742063492063,0.9789955231431744,0.8156075085921737,0.8718748953567333
tinggi_clahe_04_orig_r270.png,tinggi,311.9557142857143,0.9340188188592903,0.811437848925479,0.8597665284833652
tinggi_clahe_04_orig_r90.png,tinggi,311.9557142857143,0.9340188188592903,0.811437848925479,0.8597665284833652
tinggi_clahe_05_flipH_r0.png,tinggi,128.53150793650792,0.975293807779659,0.8042179419618438,0.8635793021382285
tinggi_clahe_05_flipH_r270.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272
tinggi_clahe_05_flipH_r90.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272
tinggi_clahe_05_flipV_r0.png,tinggi,128.53150793650792,0.975293807779659,0.8042179419618438,0.8635793021382285
tinggi_clahe_05_flipV_r270.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272
tinggi_clahe_05_flipV_r90.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272
tinggi_clahe_05_orig_r0.png,tinggi,128.53150793650792,0.975293807779659,0.8042179419618438,0.8635793021382285
tinggi_clahe_05_orig_r270.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272
tinggi_clahe_05_orig_r90.png,tinggi,303.1767063492063,0.9417498562519752,0.79990088125456,0.850264765011272
tinggi_clahe_06_flipH_r0.png,tinggi,164.4825,0.971794858350405,0.8042948458386266,0.8665024288586382
tinggi_clahe_06_flipH_r270.png,tinggi,271.4702777777778,0.953449116286898,0.7998038490357974,0.8556067855685511
tinggi_clahe_06_flipH_r90.png,tinggi,271.4702777777778,0.953449116286898,0.7998038490357974,0.8556067855685511
tinggi_clahe_06_flipV_r0.png,tinggi,164.4825,0.971794858350405,0.8042948458386266,0.8665024288586382
tinggi_clahe_06_flipV_r270.png,tinggi,271.4702777777778,0.953449116286898,0.7998038490357974,0.8556067855685511
tinggi_clahe_06_flipV_r90.png,tinggi,271.4702777777778,0.953449116286898,0.7998038490357974,0.8556067855685511
tinggi_clahe_06_orig_r0.png,tinggi,164.4825,0.971794858350405,0.8042948458386266,0.8665024288586382
tinggi_clahe_06_orig_r270.png,tinggi,271.4702777777778,0.953449116286898,0.7998038490357974,0.8556067855685511
tinggi_clahe_06_orig_r90.png,tinggi,271.4702777777778,0.953449116286898,0.7998038490357974,0.8556067855685511
tinggi_clahe_07_flipH_r0.png,tinggi,132.8421626984127,0.974197414293086,0.7890066837667052,0.8567220423267842
tinggi_clahe_07_flipH_r270.png,tinggi,269.17678571428576,0.9477315097663338,0.7843710407074601,0.843267413101256
tinggi_clahe_07_flipH_r90.png,tinggi,269.17678571428576,0.9477315097663338,0.7843710407074601,0.843267413101256
tinggi_clahe_07_flipV_r0.png,tinggi,132.8421626984127,0.974197414293086,0.7890066837667052,0.8567220423267842
tinggi_clahe_07_flipV_r270.png,tinggi,269.17678571428576,0.9477315097663338,0.7843710407074601,0.843267413101256
tinggi_clahe_07_flipV_r90.png,tinggi,269.17678571428576,0.9477315097663338,0.7843710407074601,0.843267413101256
tinggi_clahe_07_orig_r0.png,tinggi,132.8421626984127,0.974197414293086,0.7890066837667052,0.8567220423267842
tinggi_clahe_07_orig_r270.png,tinggi,269.17678571428576,0.9477315097663338,0.7843710407074601,0.843267413101256
tinggi_clahe_07_orig_r90.png,tinggi,269.17678571428576,0.9477315097663338,0.7843710407074601,0.843267413101256
tinggi_clahe_08_flipH_r0.png,tinggi,112.80551587301585,0.9767130051506797,0.7931621325486171,0.8663321304077775
tinggi_clahe_08_flipH_r270.png,tinggi,280.2753968253968,0.9421652253994808,0.7886486211066251,0.8527163937175459
tinggi_clahe_08_flipH_r90.png,tinggi,280.2753968253968,0.9421652253994808,0.7886486211066251,0.8527163937175459
tinggi_clahe_08_flipV_r0.png,tinggi,112.80551587301585,0.9767130051506797,0.7931621325486171,0.8663321304077775
tinggi_clahe_08_flipV_r270.png,tinggi,280.2753968253968,0.9421652253994808,0.7886486211066251,0.8527163937175459
tinggi_clahe_08_flipV_r90.png,tinggi,280.2753968253968,0.9421652253994808,0.7886486211066251,0.8527163937175459
tinggi_clahe_08_orig_r0.png,tinggi,112.80551587301585,0.9767130051506797,0.7931621325486171,0.8663321304077775
