Contrast,Correlation,Energy,Homogeneity,edge_pixels,edge_ratio,label
0.5493683232533222,0.5398192863575542,0.485670006579241,0.4708218341706747,0.8523550724637682,0.8523477622890685,tinggi
0.9999999999999999,0.1366454467463658,0.43946206137325206,0.30737759498405914,0.8523550724637682,0.8523477622890685,tinggi
0.9999999999999999,0.1366454467463658,0.43946206137325206,0.30737759498405914,0.8532608695652174,0.8532648569332357,tinggi
0.5493683232533222,0.5398192863575542,0.485670006579241,0.4708218341706747,0.8532608695652174,0.8532648569332357,tinggi
0.9999999999999999,0.1366454467463658,0.43946206137325206,0.30737759498405914,0.8532608695652174,0.8532648569332357,tinggi
0.9999999999999999,0.1366454467463658,0.43946206137325206,0.30737759498405914,0.8523550724637682,0.8523477622890685,tinggi
0.5493683232533222,0.5398192863575542,0.485670006579241,0.4708218341706747,0.8523550724637682,0.8523477622890685,tinggi
0.9999999999999999,0.1366454467463658,0.43946206137325206,0.30737759498405914,0.8523550724637682,0.8523477622890685,tinggi
0.9999999999999999,0.1366454467463658,0.43946206137325206,0.30737759498405914,0.8532608695652174,0.8532648569332357,tinggi
0.36105634082029536,0.641545487176499,0.36729169035278275,0.38205037186491886,0.6847826086956522,0.6847945707997065,tinggi
0.7733483366355082,0.21498007380651707,0.317825093932802,0.16657058995386365,0.6847826086956522,0.6847945707997065,tinggi
0.7733483366355082,0.21498007380651707,0.317825093932802,0.16657058995386365,0.6865942028985507,0.686582905355833,tinggi
0.36105634082029536,0.641545487176499,0.36729169035278275,0.38205037186491886,0.6865942028985507,0.686582905355833,tinggi
0.7733483366355082,0.21498007380651707,0.317825093932802,0.16657058995386365,0.6865942028985507,0.686582905355833,tinggi
0.7733483366355082,0.21498007380651707,0.317825093932802,0.16657058995386365,0.6847826086956522,0.6847945707997065,tinggi
0.36105634082029536,0.641545487176499,0.36729169035278275,0.38205037186491886,0.6847826086956522,0.6847945707997065,tinggi
0.7733483366355082,0.21498007380651707,0.317825093932802,0.16657058995386365,0.6847826086956522,0.6847945707997065,tinggi
0.7733483366355082,0.21498007380651707,0.317825093932802,0.16657058995386365,0.6865942028985507,0.686582905355833,tinggi
0.5152152706676644,0.5239033999824887,0.5199013892144606,0.5947423817296738,0.7427536231884059,0.7427549523110786,tinggi
0.9635857728531637,0.08902075561275424,0.4829253933580997,0.44950464066391405,0.7355072463768116,0.7355099046221572,tinggi
0.9635857728531637,0.08902075561275424,0.4829253933580997,0.44950464066391405,0.7436594202898551,0.7436720469552458,tinggi
