Contrast,Correlation,Energy,Homogeneity,edge_pixels,edge_ratio,label
210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457,1827,0.036089,tinggi
356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1827,0.036089,tinggi
356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1828,0.036109,tinggi
210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457,1828,0.036109,tinggi
356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1828,0.036109,tinggi
356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1827,0.036089,tinggi
210.98829365079365,0.9657131836008318,0.8021565920054248,0.8612293247065457,1827,0.036089,tinggi
356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1827,0.036089,tinggi
356.6684126984126,0.9420416715785273,0.7979683841479623,0.8503244012309065,1828,0.036109,tinggi
150.11083333333332,0.9716858255460314,0.7914269871298425,0.8553065341078536,1642,0.032435,tinggi
283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1642,0.032435,tinggi
283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1644,0.032474,tinggi
150.11083333333332,0.9716858255460314,0.7914269871298425,0.8553065341078536,1644,0.032474,tinggi
283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1644,0.032474,tinggi
283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1642,0.032435,tinggi
150.11083333333332,0.9716858255460314,0.7914269871298425,0.8553065341078536,1642,0.032435,tinggi
283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1642,0.032435,tinggi
283.3965079365079,0.9466409260043732,0.7869434207889346,0.8409298234695266,1644,0.032474,tinggi
199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317,1706,0.033699,tinggi
344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1698,0.033541,tinggi
344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1707,0.033719,tinggi
199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317,1699,0.03356,tinggi
344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1707,0.033719,tinggi
344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1698,0.033541,tinggi
199.94730158730152,0.964778715491402,0.8052592650432652,0.869497245894317,1698,0.033541,tinggi
344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1706,0.033699,tinggi
344.8964285714285,0.939245487059673,0.8019078250324024,0.8598070514893098,1699,0.03356,tinggi
99.30742063492065,0.9789955231431744,0.8156075085921737,0.8718748953567333,1539,0.0304,tinggi
311.9557142857143,0.9340188188592904,0.811437848925479,0.8597665284833652,1543,0.030479,tinggi
311.9557142857143,0.9340188188592904,0.811437848925479,0.8597665284833652,1532,0.030262,tinggi
99.30742063492065,0.9789955231431744,0.8156075085921737,0.8718748953567333,1536,0.030341,tinggi
